ÅR	MÅNAD	DAG	Precip	Temp
2017	1	14	0	-1,014
2017	1	15	0	-4,918
2017	1	16	0	-4,563
2017	1	17	6,4	-1,007
2017	1	18	1	4,937
2017	1	19	0	5,609
2017	1	20	0	5,039
2017	1	21	0	2,149
2017	1	22	0	2,518
2017	1	23	0	2,821
2017	1	24	0	0,768
2017	1	25	0	3,597
2017	1	26	0	1,037
2017	1	27	0	-1,767
2017	1	28	0	-1,95
2017	1	29	0	-0,72
2017	1	30	0	1,169
2017	1	31	0	-1,263
2017	2	1	0	-0,751
2017	2	2	0	0,017
2017	2	3	0	-0,008
2017	2	4	0,5	-0,279
2017	2	5	1,2	0,21
2017	2	6	0	-1,437
2017	2	7	0	-4,196
2017	2	8	1	-4,629
2017	2	9	0	-3,839
2017	2	10	0	-2,022
2017	2	11	0	-1,963
2017	2	12	0	-2,3
2017	2	13	0	-3,148
2017	2	14	0	-0,683
2017	2	15	0,2	0,356
2017	2	16	6,1	1,146
2017	2	17	0	2,019
2017	2	18	3,3	-0,187
2017	2	19	4,5	3,832
2017	2	20	10,1	4,692
2017	2	21	12,2	3,039
2017	2	22	0	3,362
2017	2	23	0	0,953
2017	2	24	0	-1,567
2017	2	25	14,3	-0,877
2017	2	26	2	3,326
2017	2	27	17,1	5,391
2017	2	28	9,5	3,7
2017	3	1	9,4	2,488
2017	3	2	4,5	2,249
2017	3	3	0	3,923
2017	3	4	3	3,671
2017	3	5	18,1	-1,347
2017	3	6	0,2	-3
2017	3	7	0,3	-3,605
2017	3	8	6,1	-1,975
2017	3	9	0	3,145
2017	3	10	0	2,86
2017	3	11	0	2,944
2017	3	12	0	2,669
2017	3	13	0	1,915
2017	3	14	2,5	4,703
2017	3	15	0	5,197
2017	3	16	4,1	5,507
2017	3	17	0	3,735
2017	3	18	0	2,89
2017	3	19	1,4	1,015
2017	3	20	8,5	2,968
2017	3	21	9,5	3,607
2017	3	22	0	3,881
2017	3	23	0	2,85
2017	3	24	0	3,806
2017	3	25	0	6,38
2017	3	26	0	5,403
2017	3	27	0	4,707
2017	3	28	0	5,837
2017	3	29	0	3,552
2017	3	30	10,8	4,728
2017	3	31	7	8,9
2017	4	1	0	8,03
2017	4	2	0	7,15
2017	4	3	0	7,33
2017	4	4	0	6,145
2017	4	5	0	5,965
2017	4	6	0	5,249
2017	4	7	0	10,29
2017	4	8	0	7,65
2017	4	9	8,5	7,15
2017	4	10	0,3	7,69
2017	4	11	11,5	5,864
2017	4	12	1	6,913
2017	4	13	0	4,272
2017	4	14	0	2,549
2017	4	15	0	1,597
2017	4	16	1	1,179
2017	4	17	0	1,689
2017	4	18	0	1,054
2017	4	19	0	3,598
2017	4	20	0	5,527
2017	4	21	0	7,12
2017	4	22	0	6,166
2017	4	23	8,6	5,076
2017	4	24	9,1	4,222
2017	4	25	1	2,332
2017	4	26	0	4,311
2017	4	27	6,9	4,92
2017	4	28	12,9	3,553
2017	4	29	0	4,879
2017	4	30	0	6,643
2017	5	1	0	9,23
2017	5	2	0	10,9
2017	5	3	0	12,1
2017	5	4	0	8,87
2017	5	5	0	11,44
2017	5	6	0	14,39
2017	5	7	1	9,57
2017	5	8	0	5,002
2017	5	9	0	6,147
2017	5	10	2,5	5,1
2017	5	11	0,2	3,805
2017	5	12	0	8,6
2017	5	13	2	8,08
2017	5	14	0,1	10,5
2017	5	15	0	9,95
2017	5	16	8,2	11,01
2017	5	17	1	12,9
2017	5	18	0	18,87
2017	5	19	0	16,54
2017	5	20	0	15,33
2017	5	21	0	11,68
2017	5	22	0	10,9
2017	5	23	0	13,74
2017	5	24	0	14,56
2017	5	25	0	14,84
2017	5	26	0	17,97
2017	5	27	0	17,61
2017	5	28	5,1	16,1
2017	5	29	0	12,49
2017	5	30	9,3	11,9
2017	5	31	0	13,27
2017	6	1	0	12,72
2017	6	2	3,5	11,83
2017	6	3	0,4	13,9
2017	6	4	4,7	12,72
2017	6	5	1,9	12,56
2017	6	6	20,1	17,22
2017	6	7	33,5	11,37
2017	6	8	7,5	11,21
2017	6	9	1,7	14,35
2017	6	10	0	14,66
2017	6	11	6,5	14,05
2017	6	12	0	12,57
2017	6	13	0	16,19
2017	6	14	0	15,54
2017	6	15	3	16,44
2017	6	16	1	15,62
2017	6	17	0	17,64
2017	6	18	0	17,67
2017	6	19	0	17,28
2017	6	20	0	15,66
2017	6	21	0	14,9
2017	6	22	0	13,05
2017	6	23	15	14,94
2017	6	24	1	14,3
2017	6	25	4	12,6
2017	6	26	0	14,3
2017	6	27	0	14,0
2017	6	28	0	15,2
2017	6	29	0	16,75
2017	6	30	0	17,6
2017	7	1	0	18,78
2017	7	2	0	14,21
2017	7	3	0	13,81
2017	7	4	0	15,02
2017	7	5	0	15,94
2017	7	6	0	15,28
2017	7	7	4	15,33
2017	7	8	0	14,21
2017	7	9	0	14,63
2017	7	10	0	15,67
2017	7	11	0,5	16,63
2017	7	12	0	15,12
2017	7	13	0	15,21
2017	7	14	0	15,51
2017	7	15	0	17,07
2017	7	16	15,6	14,34
2017	7	17	0	14,45
2017	7	18	0	16,16
2017	7	19	0	17,13
2017	7	20	0	19,9
2017	7	21	0	17,01
2017	7	22	0	18,93
2017	7	23	0	19,6
2017	7	24	1,1	16,83
2017	7	25	0	17,25
2017	7	26	0	17,81
2017	7	27	5	17,57
2017	7	28	1,2	15,26
2017	7	29	13,1	14,66
2017	7	30	1,1	16,01
2017	7	31	1	15,6
2017	8	1	2	16,7
2017	8	2	10,1	15,08
2017	8	3	12,5	14,23
2017	8	4	13,4	14,6
2017	8	5	0	15,47
2017	8	6	0	15,15
2017	8	7	0	14,78
2017	8	8	2	17,13
2017	8	9	8,5	15,85
2017	8	10	0	16,85
2017	8	11	0	16,01
2017	8	12	4	14,49
2017	8	13	0	14,33
2017	8	14	0	14,39
2017	8	15	8,6	16,22
2017	8	16	0	15,72
2017	8	17	7,5	16,57
2017	8	18	9,5	17,05
2017	8	19	8	14,37
2017	8	20	2	13,83
2017	8	21	0	15
2017	8	22	0	14,57
2017	8	23	0	13,74
2017	8	24	15,5	14,29
2017	8	25	0	14,38
2017	8	26	4	15,11
2017	8	27	0	14,11
2017	8	28	0	14,73
2017	8	29	4,1	17,69
2017	8	30	6,2	13,24
2017	8	31	5,4	11,17
2017	9	1	0	13,27
2017	9	2	0,5	13,05
2017	9	3	1	12,97
2017	9	4	6,9	12
2017	9	5	1,6	13,87
2017	9	6	23,8	13,18
2017	9	7	2,5	10,83
2017	9	8	8,6	11,52
2017	9	9	1,5	12,9
2017	9	10	1,5	13,13
2017	9	11	13,5	12,62
2017	9	12	2,5	13,14
2017	9	13	5,1	11,18
2017	9	14	3	10,49
2017	9	15	10	11,59
2017	9	16	5	11,49
2017	9	17	18	11,21
2017	9	18	3	10,55
2017	9	19	2,5	10,39
2017	9	20	1	8,28
2017	9	21	0	9,05
2017	9	22	4	10,32
2017	9	23	0	12,51
2017	9	24	0	13,73
2017	9	25	0	13,64
2017	9	26	0,5	13,37
2017	9	27	0	14,01
2017	9	28	0	12,66
2017	9	29	0	11,9
2017	9	30	0	11,71
2017	10	1	7	11,44
2017	10	2	31,2	11,29
2017	10	3	6	11,33
2017	10	4	4,5	9,84
2017	10	5	0	8,37
2017	10	6	0	9,02
2017	10	7	0	8,1
2017	10	8	0	5,934
2017	10	9	0	6,563
2017	10	10	3	6,075
2017	10	11	20	9,45
2017	10	12	1	11,06
2017	10	13	7,3	10,2
2017	10	14	0,5	12,46
2017	10	15	0,4	12,6
2017	10	16	1,1	12,15
2017	10	17	11,5	12,35
2017	10	18	0	7,92
2017	10	19	0,5	6,709
2017	10	20	0,6	8,58
2017	10	21	3,4	8,47
2017	10	22	22,2	7,31
2017	10	23	0	4,602
2017	10	24	18,7	4,505
2017	10	25	13,7	9,16
2017	10	26	0	10,05
2017	10	27	0	6,439
2017	10	28	8	9,41
2017	10	29	0	4,859
2017	10	30	0	2,655
2017	10	31	0	5,837
2017	11	1	3,2	10,24
2017	11	2	0	8,04
2017	11	3	1,2	5,509
2017	11	4	2,5	8,16
2017	11	5	1,5	8,26
2017	11	6	0	5,161
2017	11	7	2,5	5,058
2017	11	8	0	3,326
2017	11	9	9,5	6,768
2017	11	10	9	5,168
2017	11	11	0	2,811
2017	11	12	0	2,096
2017	11	13	0	0,428
2017	11	14	3,5	2,559
2017	11	15	0	5,818
2017	11	16	8,5	5,092
2017	11	17	17,3	5,917
2017	11	18	3,5	4,07
2017	11	19	2	-0,404
2017	11	20	0	-4,044
2017	11	21	7	-3,619
2017	11	22	15,3	0,738
2017	11	23	6,7	7,54
2017	11	24	1	4,197
2017	11	25	1,3	2,293
2017	11	26	6,3	3,211
2017	11	27	7,3	2,761
2017	11	28	7,1	1,463
2017	11	29	0	-0,019
2017	11	30	0	-0,351
2017	12	1	0,2	-1,623
2017	12	2	6,3	1,767
2017	12	3	0	3,834
2017	12	4	2	-0,631
2017	12	5	9,1	5,758
2017	12	6	11,5	6,953
2017	12	7	12,1	6,55
2017	12	8	1	4,598
2017	12	9	1,2	2,75
2017	12	10	10,3	0,184
2017	12	11	3	-2,008
2017	12	12	3,9	-2,912
2017	12	13	17,1	0,927
2017	12	14	6,8	0,349
2017	12	15	0,4	-0,564
2017	12	16	2,8	-2,087
2017	12	17	0,3	-3,778
2017	12	18	3	1,246
2017	12	19	2,1	1,008
2017	12	20	2	5,134
2017	12	21	0	3,616
2017	12	22	3,4	3,955
2017	12	23	0	7,65
2017	12	24	7,8	5,373
2017	12	25	17	6,379
2017	12	26	5,8	4,485
2017	12	27	9,5	2,913
2017	12	28	4,5	2,28
2017	12	29	2	1,729
2017	12	30	8,1	0,204
2017	12	31	10,1	1,423
2018	1	1	10,15	3,975
2018	1	2	1,015	3,661
2018	1	3	9,54	1,639
2018	1	4	4,06	1,116
2018	1	5	0,203	0,159
2018	1	6	0	-3,505
2018	1	7	0	-1,873
2018	1	8	0,406	2,577
2018	1	9	0	-1,45
2018	1	10	3,857	-0,134
2018	1	11	4,669	0,335
2018	1	12	0	-0,741
2018	1	13	0	-1,927
2018	1	14	0	-2,395
2018	1	15	0	-1,679
2018	1	16	7,71	0,57
2018	1	17	0,406	0,023
2018	1	18	0	-0,939
2018	1	19	0	-3,318
2018	1	20	0	-1,882
2018	1	21	0	-2,097
2018	1	22	0	-2,427
2018	1	23	0	-0,93
2018	1	24	36,13	5,202
2018	1	25	1,827	4,607
2018	1	26	0	3,789
2018	1	27	0,203	0,461
2018	1	28	0,203	4,346
2018	1	29	13,2	1,817
2018	1	30	0,203	1,045
2018	1	31	11,17	1,856
2018	2	1	9,95	1,274
2018	2	2	0,203	-4,658
2018	2	3	0	-5,155
2018	2	4	0	-5,647
2018	2	5	0	-8,12
2018	2	6	0	-4,004
2018	2	7	0	-2,393
2018	2	8	0	-0,271
2018	2	9	0	-2,033
2018	2	10	0	-2,238
2018	2	11	0	-1,408
2018	2	12	0,609	0,092
2018	2	13	0	0,021
2018	2	14	0	-0,057
2018	2	15	0	-1,005
2018	2	16	0,203	-0,032
2018	2	17	0	-1,044
2018	2	18	0	0,298
2018	2	19	0	0,05
2018	2	20	0	-2,857
2018	2	21	0	-2,953
2018	2	22	0	-5,534
2018	2	23	0	-1,809
2018	2	24	0	-5,454
2018	2	25	0	-7,64
2018	2	26	0	-7,78
2018	2	27	0	-9,67
2018	2	28	0	-11,76
2018	3	1	0	-9,53
2018	3	2	0	-6,405
2018	3	3	0	-5,179
2018	3	4	0	-3,842
2018	3	5	0	-3,206
2018	3	6	0	-1,493
2018	3	7	0	-0,062
2018	3	8	0	-2,24
2018	3	9	0	-2,828
2018	3	10	0	-3,334
2018	3	11	0	-1,593
2018	3	12	0,203	2,92
2018	3	13	4,466	0,703
2018	3	14	0,203	-0,639
2018	3	15	0	-3,656
2018	3	16	0	-5,713
2018	3	17	0	-5,82
2018	3	18	0	-4,13
2018	3	19	0	-1,18
2018	3	20	0,812	-0,05
2018	3	21	3,248	1,129
2018	3	22	3,654	-0,027
2018	3	23	1,015	-0,867
2018	3	24	4,466	0,94
2018	3	25	2,233	2,69
2018	3	26	0	-0,583
2018	3	27	0,203	-2,165
2018	3	28	0	-2,154
2018	3	29	0,203	-1,654
2018	3	30	0	-0,971
2018	3	31	0	-0,202
2018	4	1	0	0,662
2018	4	2	0	0,282
2018	4	3	2,639	0,282
2018	4	4	10,56	4,709
2018	4	5	11,98	4,645
2018	4	6	0	3,475
2018	4	7	0	6,332
2018	4	8	0	10,23
2018	4	9	0	8,32
2018	4	10	0,203	4,223
2018	4	11	0	4,464
2018	4	12	0	6,049
2018	4	13	0	8,72
2018	4	14	0	9,24
2018	4	15	0,609	9,15
2018	4	16	0,203	8,29
2018	4	17	2,639	7,14
2018	4	18	0,406	8,97
2018	4	19	0	10,33
2018	4	20	0	14,37
2018	4	21	0	9,72
2018	4	22	0	8,28
2018	4	23	9,95	7,07
2018	4	24	9,74	6,252
2018	4	25	0	6,272
2018	4	26	0	6,524
2018	4	27	2,639	6,613
2018	4	28	0	7,79
2018	4	29	1,624	8,27
2018	4	30	22,13	6,814
2018	5	1	4,872	6,748
2018	5	2	0	8,91
2018	5	3	3,451	6,842
2018	5	4	0	7,98
2018	5	5	0	10,64
2018	5	6	0	12,81
2018	5	7	0	16,31
2018	5	8	0	18,52
2018	5	9	0	19,27
2018	5	10	0	18,84
2018	5	11	3,451	12,74
2018	5	12	0	14,47
2018	5	13	0	19,24
2018	5	14	0	19,76
2018	5	15	0	20,89
2018	5	16	0	21,12
2018	5	17	0,203	13,76
2018	5	18	1,827	13,69
2018	5	19	0	16,18
2018	5	20	0	16,62
2018	5	21	0	17
2018	5	22	0	18,03
2018	5	23	0	19,31
2018	5	24	0	20,92
2018	5	25	0	21,37
2018	5	26	0	21,16
2018	5	27	0	20,89
2018	5	28	16,24	14,72
2018	5	29	1,218	18,66
2018	5	30	0	22,66
2018	5	31	0	21,69
2018	6	1	0	21,15
2018	6	2	0	22,26
2018	6	3	0	21,09
2018	6	4	0	20,16
2018	6	5	0	13,5
2018	6	6	0	16,53
2018	6	7	0	19,17
2018	6	8	0	21,03
2018	6	9	0	21,63
2018	6	10	3,451	19,07
2018	6	11	11,37	12,92
2018	6	12	0,406	16,96
2018	6	13	0	17,98
2018	6	14	4,06	14,51
2018	6	15	0,203	13,99
2018	6	16	1,624	15,74
2018	6	17	5,278	13,35
2018	6	18	4,872	13,82
2018	6	19	0,203	13,31
2018	6	20	19,08	11,55
2018	6	21	4,06	11,29
2018	6	22	0	12,52
2018	6	23	0	14,34
2018	6	24	0	17,28
2018	6	25	0	19,56
2018	6	26	0	22,28
2018	6	27	0	22,36
2018	6	28	0	21,12
2018	6	29	0	17,17
2018	6	30	0	15,9
2018	7	1	0	17,35
2018	7	2	0	18,45
2018	7	3	0	20,86
2018	7	4	0	20,77
2018	7	5	0	17,52
2018	7	6	0	18,92
2018	7	7	0	17,66
2018	7	8	0	20,73
2018	7	9	14,01	17,4
2018	7	10	0,406	19,53
2018	7	11	0	22,27
2018	7	12	0	23,4
2018	7	13	0	22,25
2018	7	14	0	17,15
2018	7	15	0	16,96
2018	7	16	0	21,97
2018	7	17	2,233	23,38
2018	7	18	0	20,63
2018	7	19	0	20,02
2018	7	20	0	19,02
2018	7	21	0	17,9
2018	7	22	0	17,52
2018	7	23	0	19,8
2018	7	24	0	20,12
2018	7	25	0	22,67
2018	7	26	0	21,94
2018	7	27	0	25,8
2018	7	28	3,451	23,19
2018	7	29	0	21,28
2018	7	30	0	22,47
2018	7	31	0	26,02
2018	8	1	0	20,7
2018	8	2	0	19,89
2018	8	3	0	20,45
2018	8	4	0	20,79
2018	8	5	0	18,75
2018	8	6	1,421	16,61
2018	8	7	0	20,73
2018	8	8	0,203	23,03
2018	8	9	0	19,74
2018	8	10	1,827	17,07
2018	8	11	34,1	13,46
2018	8	12	2,233	13,74
2018	8	13	0	15,65
2018	8	14	14,21	15,18
2018	8	15	1,827	16,45
2018	8	16	0	18,64
2018	8	17	2,233	16,35
2018	8	18	6,496	15,1
2018	8	19	5,278	15,44
2018	8	20	0,406	15,73
2018	8	21	0	15,36
2018	8	22	1,218	16,5
2018	8	23	6,293	17,3
2018	8	24	19,89	13,88
2018	8	25	0,203	13,3
2018	8	26	4,06	12,43
2018	8	27	0,812	12,06
2018	8	28	0	14,87
2018	8	29	0	15,54
2018	8	30	3,045	14,95
2018	8	31	0,406	12,63
2018	9	1	0	14,86
2018	9	2	0	15,53
2018	9	3	0	17,55
2018	9	4	0	17,06
2018	9	5	1,421	16,4
2018	9	6	0,203	16,17
2018	9	7	29,23	15,17
2018	9	8	5,481	12,69
2018	9	9	17,05	13,34
2018	9	10	12,18	13,88
2018	9	11	12,79	12,63
2018	9	12	7,31	12,67
2018	9	13	3,045	12,42
2018	9	14	20,91	12,01
2018	9	15	3,451	11,93
2018	9	16	15,02	11,63
2018	9	17	1,015	13,32
2018	9	18	0,406	18,15
2018	9	19	0,203	16,36
2018	9	20	4,06	12,8
2018	9	21	9,54	13,82
2018	9	22	0,203	11,11
2018	9	23	0,609	10,57
2018	9	24	0	7,78
2018	9	25	0,203	8,41
2018	9	26	5,278	12,01
2018	9	27	2,436	11,75
2018	9	28	0,203	8,48
2018	9	29	0,406	8,85
2018	9	30	8,12	9,5
2018	10	1	8,53	6,964
2018	10	2	14,82	6,193
2018	10	3	0	6,818
2018	10	4	3,857	7,74
2018	10	5	3,248	10,43
2018	10	6	1,218	8,37
2018	10	7	0,406	7,09
2018	10	8	19,89	9,89
2018	10	9	0	12,21
2018	10	10	0	11,47
2018	10	11	0,203	12,58
2018	10	12	0	13,57
2018	10	13	0	16,49
2018	10	14	0	16,14
2018	10	15	0	13,96
2018	10	16	0	11,23
2018	10	17	0	13,13
2018	10	18	0	9,5
2018	10	19	0	8,06
2018	10	20	3,857	8,91
2018	10	21	1,827	10,98
2018	10	22	10,35	8,58
2018	10	23	1,015	9,29
2018	10	24	0	5,507
2018	10	25	0,203	8,45
2018	10	26	18,07	2,776
2018	10	27	1,827	0,782
2018	10	28	0	-0,473
2018	10	29	0,609	-0,634
2018	10	30	19,08	4,731
2018	10	31	5,684	6,544
2018	11	1	0	6,69
2018	11	2	4,669	8,55
2018	11	3	0	6,921
2018	11	4	0,203	5,898
2018	11	5	0,203	7,18
2018	11	6	0	8,88
2018	11	7	0	8,66
2018	11	8	0,406	7,63
2018	11	9	5,075	7,31
2018	11	10	3,857	7,58
2018	11	11	12,59	8,63
2018	11	12	3,248	8,74
2018	11	13	11,57	7,92
2018	11	14	0,812	8,01
2018	11	15	1,624	8,43
2018	11	16	0	6,035
2018	11	17	0,203	5,686
2018	11	18	0	4,189
2018	11	19	0	1,754
2018	11	20	0	0,767
2018	11	21	0	0,961
2018	11	22	0	0,091
2018	11	23	0	-1,914
2018	11	24	0	-2,092
2018	11	25	0	-1,707
2018	11	26	0	-2,922
2018	11	27	0	-3,475
2018	11	28	0	-3,586
2018	11	29	8,93	1,102
2018	11	30	3,045	3,152
2018	12	1	1,624	5,088
2018	12	2	5,075	4,702
2018	12	3	12,59	6,849
2018	12	4	0,609	3,71
2018	12	5	0	1,075
2018	12	6	7,31	1,932
2018	12	7	8,73	4,482
2018	12	8	11,37	5,065
2018	12	9	1,421	2,031
2018	12	10	0,203	2,012
2018	12	11	0	1,659
2018	12	12	0	0,193
2018	12	13	0	-1,068
2018	12	14	0	-1,06
2018	12	15	0	-1,803
2018	12	16	0	-0,007
2018	12	17	0	-1,103
2018	12	18	0	-2,038
2018	12	19	4,06	1,634
2018	12	20	1,218	0,738
2018	12	21	0	-0,392
2018	12	22	0	-2,218
2018	12	23	0	-3,189
2018	12	24	0,609	-3,076
2018	12	25	1,015	4,382
2018	12	26	0	3,926
2018	12	27	0,406	5,334
2018	12	28	0,203	2,303
2018	12	29	2,639	4,329
2018	12	30	1,218	0,313
2018	12	31	0,406	3,238
