ÅR	MÅNAD	DAG	Precip	Temp
1996	1	1	0	-6,4
1996	1	2	0	-8,6
1996	1	3	0	-11,4
1996	1	4	0	-14,9
1996	1	5	0	-13,1
1996	1	6	0,2	-2,9
1996	1	7	1,2	0,4
1996	1	8	3,9	0,6
1996	1	9	15,6	1,7
1996	1	10	4,5	2,4
1996	1	11	0,2	2,5
1996	1	12	1,6	2,2
1996	1	13	0	2,7
1996	1	14	0,2	3,1
1996	1	15	0	0,2
1996	1	16	0,8	1
1996	1	17	1	-0,3
1996	1	18	0	-2
1996	1	19	0	-1,8
1996	1	20	0	-3,5
1996	1	21	0	-4,6
1996	1	22	0	-3,4
1996	1	23	0	-4,1
1996	1	24	0	-5,1
1996	1	25	0	-5,5
1996	1	26	0	-5,9
1996	1	27	0	-8
1996	1	28	0	-7
1996	1	29	0	-3
1996	1	30	0	-3,8
1996	1	31	0	-4
1996	2	1	0	-4
1996	2	2	0	-4,5
1996	2	3	0	-5,8
1996	2	4	0	-6,1
1996	2	5	0	-9,6
1996	2	6	0	-7,5
1996	2	7	0	-9,4
1996	2	8	0	-10,1
1996	2	9	0	-8,9
1996	2	10	0	-8,2
1996	2	11	0	-5,5
1996	2	12	0	-5
1996	2	13	0	-6,8
1996	2	14	0	-6,8
1996	2	15	4,5	0,2
1996	2	16	9,1	1,1
1996	2	17	0	-6,4
1996	2	18	0	-11,7
1996	2	19	0	-9,1
1996	2	20	0	-8,1
1996	2	21	0	-8,3
1996	2	22	0	-9,1
1996	2	23	0,4	-2,9
1996	2	24	0	-2,3
1996	2	25	4,3	-4,7
1996	2	26	9,7	1,1
1996	2	27	0	0,1
1996	2	28	1,2	-1,1
1996	2	29	0	0,5
1996	3	1	0	0,7
1996	3	2	0	-0,9
1996	3	3	0	-2,1
1996	3	4	0	-0,5
1996	3	5	0	0,8
1996	3	6	2	-0,7
1996	3	7	0	0,1
1996	3	8	0	-0,3
1996	3	9	0	-0,2
1996	3	10	0	-2,5
1996	3	11	0	-3,1
1996	3	12	0	-3,5
1996	3	13	0	-2,3
1996	3	14	0	-1,1
1996	3	15	0	-0,8
1996	3	16	0	-1,4
1996	3	17	0	-0,7
1996	3	18	0	-1,9
1996	3	19	0	-1,5
1996	3	20	0	0,5
1996	3	21	0	-1,6
1996	3	22	0	-2,4
1996	3	23	0	1,2
1996	3	24	0	0,2
1996	3	25	0	1,8
1996	3	26	0	0,4
1996	3	27	2,8	1,3
1996	3	28	10,4	0,1
1996	3	29	2,8	-0,6
1996	3	30	0,8	-2,1
1996	3	31	1,8	-1,7
1996	4	1	2,2	-1,6
1996	4	2	3,7	-1,9
1996	4	3	7,7	1
1996	4	4	0,2	2,5
1996	4	5	0	4
1996	4	6	0	7,7
1996	4	7	0	8,9
1996	4	8	0	8,9
1996	4	9	0	7
1996	4	10	0	3,1
1996	4	11	0	-1,3
1996	4	12	0	-0,2
1996	4	13	0	2,2
1996	4	14	0	6,2
1996	4	15	0	3,7
1996	4	16	0	6,7
1996	4	17	0	8,9
1996	4	18	0	9,4
1996	4	19	5,9	8,2
1996	4	20	0	8,3
1996	4	21	0	12,5
1996	4	22	0	15,6
1996	4	23	1,6	15,6
1996	4	24	1,6	8,8
1996	4	25	19,9	6,1
1996	4	26	0	6,6
1996	4	27	1,4	6,4
1996	4	28	0	5,7
1996	4	29	0,8	5,4
1996	4	30	1	5,3
1996	5	1	0	7,6
1996	5	2	12,8	7,4
1996	5	3	0,6	7,4
1996	5	4	11,8	7,8
1996	5	5	20,7	5,9
1996	5	6	3,9	4,6
1996	5	7	0,6	5,5
1996	5	8	0	7,5
1996	5	9	0	6,4
1996	5	10	4,7	3,2
1996	5	11	4,7	4,8
1996	5	12	0	12,1
1996	5	13	0	15,8
1996	5	14	0,2	16,6
1996	5	15	0,4	6,5
1996	5	16	0	4,1
1996	5	17	3,5	3,1
1996	5	18	6,9	1,4
1996	5	19	26,8	3,3
1996	5	20	6,3	3,8
1996	5	21	0,6	5
1996	5	22	0,2	6,9
1996	5	23	1,4	9
1996	5	24	12	8,4
1996	5	25	0,2	7
1996	5	26	0	6,8
1996	5	27	0	8,1
1996	5	28	0	7,8
1996	5	29	10,6	5,7
1996	5	30	0,8	9,4
1996	5	31	0,2	12,2
1996	6	1	3	10,4
1996	6	2	0	10,4
1996	6	3	0	11,2
1996	6	4	0,4	11,3
1996	6	5	0	13,2
1996	6	6	0	16,1
1996	6	7	0	18,1
1996	6	8	22,7	16,8
1996	6	9	0,2	16,7
1996	6	10	0	16,7
1996	6	11	14,4	15,9
1996	6	12	5,9	13,9
1996	6	13	0,2	13,2
1996	6	14	0	12,1
1996	6	15	0	15,2
1996	6	16	0	15,9
1996	6	17	5,3	13,4
1996	6	18	13,4	10,2
1996	6	19	0,8	10,9
1996	6	20	3,5	11,2
1996	6	21	0	11,8
1996	6	22	0	11,3
1996	6	23	4,3	15,3
1996	6	24	0	16
1996	6	25	0,2	16,9
1996	6	26	0,2	14
1996	6	27	0	13
1996	6	28	0	14,9
1996	6	29	2	13,8
1996	6	30	3,7	14,6
1996	7	1	0,4	11,8
1996	7	2	0,2	11,5
1996	7	3	4,1	12,6
1996	7	4	12,4	14,5
1996	7	5	2,2	14,2
1996	7	6	0	12,8
1996	7	7	0,8	13,5
1996	7	8	0,4	12,4
1996	7	9	0,4	13,3
1996	7	10	0	15,9
1996	7	11	0	16,5
1996	7	12	0	16,9
1996	7	13	0,8	13,4
1996	7	14	0	14,9
1996	7	15	0	15,3
1996	7	16	0	15,9
1996	7	17	0	14,6
1996	7	18	0	13,9
1996	7	19	0	14,2
1996	7	20	0	14,7
1996	7	21	0	14,8
1996	7	22	0	16,9
1996	7	23	0	18,6
1996	7	24	0	18,2
1996	7	25	0	17,1
1996	7	26	0	16,5
1996	7	27	0	14,9
1996	7	28	0	14,8
1996	7	29	0	14,5
1996	7	30	0	15
1996	7	31	6,1	12
1996	8	1	1,2	16
1996	8	2	0	13,9
1996	8	3	0	15,1
1996	8	4	0	15,9
1996	8	5	0	17,9
1996	8	6	0	18,8
1996	8	7	0,6	17,9
1996	8	8	0,2	16,6
1996	8	9	0,2	16,7
1996	8	10	0	18,5
1996	8	11	0	19,7
1996	8	12	0	20,3
1996	8	13	0	19,8
1996	8	14	6,1	15,9
1996	8	15	0	18,8
1996	8	16	0	20
1996	8	17	0	16
1996	8	18	0	17,9
1996	8	19	0	20,7
1996	8	20	0	21,6
1996	8	21	0,2	21,4
1996	8	22	0,8	21,6
1996	8	23	0	20,4
1996	8	24	13,3	18
1996	8	25	0	16,8
1996	8	26	5,1	15,5
1996	8	27	0	16,2
1996	8	28	8,3	17,4
1996	8	29	15,2	16,1
1996	8	30	3,2	15,5
1996	8	31	1,6	14,6
1996	9	1	7,5	14,1
1996	9	2	0,2	14,6
1996	9	3	0	16,3
1996	9	4	0	13,5
1996	9	5	0	10,3
1996	9	6	0,2	9,6
1996	9	7	0	10,9
1996	9	8	0	12,6
1996	9	9	0	9,6
1996	9	10	4,2	7,9
1996	9	11	36	7,7
1996	9	12	6,5	7,2
1996	9	13	0,4	10,9
1996	9	14	0,6	8,9
1996	9	15	0	10,1
1996	9	16	0,4	10,7
1996	9	17	0	9,8
1996	9	18	0	10,5
1996	9	19	0,4	11,2
1996	9	20	0	8,4
1996	9	21	0	6,3
1996	9	22	0	8,3
1996	9	23	0	7,4
1996	9	24	0	8,4
1996	9	25	0,2	8,8
1996	9	26	0	9,2
1996	9	27	17,7	7,3
1996	9	28	2,6	10,5
1996	9	29	27,6	9,9
1996	9	30	7,5	9,9
1996	10	1	0,2	9,9
1996	10	2	0,2	8,1
1996	10	3	16,7	8,8
1996	10	4	2,2	9,2
1996	10	5	2,6	7,8
1996	10	6	0,2	9,5
1996	10	7	3,2	10,9
1996	10	8	5,7	10,4
1996	10	9	0	9
1996	10	10	0	8,2
1996	10	11	0,2	7,1
1996	10	12	1,6	10,2
1996	10	13	0	9,4
1996	10	14	0	8,9
1996	10	15	0,2	9
1996	10	16	3,2	9
1996	10	17	6,1	9,7
1996	10	18	0	8,9
1996	10	19	7,3	8,4
1996	10	20	0,4	7,5
1996	10	21	1,2	6,1
1996	10	22	0,2	7,1
1996	10	23	0	4,5
1996	10	24	0	5,4
1996	10	25	0,2	5,3
1996	10	26	1,8	5,6
1996	10	27	14,2	7,8
1996	10	28	9,7	9,1
1996	10	29	2,8	8,7
1996	10	30	3,2	4,2
1996	10	31	19,9	5,2
1996	11	1	9,1	8,2
1996	11	2	0,2	9,9
1996	11	3	16,4	10,2
1996	11	4	14,8	9,6
1996	11	5	8,1	8
1996	11	6	21,3	6,3
1996	11	7	0,8	4,9
1996	11	8	17,1	2,3
1996	11	9	15,4	3,6
1996	11	10	0,4	-0,1
1996	11	11	0,6	0,2
1996	11	12	10,1	0,6
1996	11	13	1,2	-1,1
1996	11	14	9,5	-1,2
1996	11	15	7,5	5
1996	11	16	0,8	6,1
1996	11	17	1,4	4,5
1996	11	18	3,4	3,6
1996	11	19	6,5	1,9
1996	11	20	1,8	1,3
1996	11	21	2,6	3,1
1996	11	22	9,7	1,9
1996	11	23	8,1	1,1
1996	11	24	0,2	0,4
1996	11	25	0	-0,1
1996	11	26	0	-0,3
1996	11	27	0	-1,1
1996	11	28	0	-3,5
1996	11	29	0	-4,1
1996	11	30	0,2	-2
1996	12	1	2,2	-0,5
1996	12	2	10,9	0,5
1996	12	3	4	3,2
1996	12	4	2,8	3,3
1996	12	5	0	4,3
1996	12	6	0	2,4
1996	12	7	0	-0,7
1996	12	8	0,6	2,3
1996	12	9	0	1,8
1996	12	10	0,2	-0,4
1996	12	11	0	-2,2
1996	12	12	3	0,3
1996	12	13	0	-3,5
1996	12	14	0	-7,2
1996	12	15	0	-9,8
1996	12	16	0	-3,2
1996	12	17	0	-4,8
1996	12	18	0,8	-3,7
1996	12	19	0	-9,2
1996	12	20	0	-11,3
1996	12	21	0	-3,6
1996	12	22	0	-7
1996	12	23	0	-7,2
1996	12	24	0	-3,6
1996	12	25	0	-10
1996	12	26	0	-5,9
1996	12	27	0	-1,5
1996	12	28	0,8	-1
1996	12	29	0	-1,8
1996	12	30	0	-5,1
1996	12	31	0	-8,1
1997	1	1	0	-5,9
1997	1	2	0	-6,8
1997	1	3	0	-11
1997	1	4	0	-6,6
1997	1	5	0	-7,2
1997	1	6	0	-4,3
1997	1	7	0,4	-1,3
1997	1	8	0	-4,7
1997	1	9	0	-8
1997	1	10	0	-7,6
1997	1	11	0	-5,5
1997	1	12	18,4	-2,9
1997	1	13	5,7	3,4
1997	1	14	0	2,7
1997	1	15	0,2	2,1
1997	1	16	0,2	0,2
1997	1	17	0	-2,6
1997	1	18	1	0
1997	1	19	13,9	2,4
1997	1	20	0	-0,9
1997	1	21	0	1,2
1997	1	22	4	-1,1
1997	1	23	2,2	0,3
1997	1	24	0	-3,3
1997	1	25	0	-2,3
1997	1	26	0	-1,4
1997	1	27	0,4	-1,1
1997	1	28	0,2	2,2
1997	1	29	0	1,6
1997	1	30	0	1,9
1997	1	31	0	-0,3
1997	2	1	0	-2,6
1997	2	2	0,4	-2,4
1997	2	3	1,6	-0,1
1997	2	4	7,7	0,6
1997	2	5	1,4	0,4
1997	2	6	7,9	2
1997	2	7	3	3,5
1997	2	8	2,2	3,3
1997	2	9	14	2,8
1997	2	10	13,6	3,3
1997	2	11	0	2,9
1997	2	12	2,8	3
1997	2	13	5,9	-0,2
1997	2	14	0	-7,5
1997	2	15	0	-11
1997	2	16	0	-12,5
1997	2	17	0	-6,9
1997	2	18	7,5	-1,3
1997	2	19	6,3	-0,1
1997	2	20	28,2	1,7
1997	2	21	12,2	3
1997	2	22	0,6	3,7
1997	2	23	3,9	4,9
1997	2	24	20,5	4,9
1997	2	25	21,7	2,8
1997	2	26	0	2,7
1997	2	27	1,2	2,1
1997	2	28	2,4	3,1
1997	3	1	2,4	4,3
1997	3	2	16,7	4,8
1997	3	3	0	4,2
1997	3	4	0	5,1
1997	3	5	5,1	3,1
1997	3	6	0	5,9
1997	3	7	0,6	3,1
1997	3	8	0,2	6,9
1997	3	9	0	3,9
1997	3	10	0	6,1
1997	3	11	0	5,1
1997	3	12	0	2,6
1997	3	13	7,5	6
1997	3	14	0	0,9
1997	3	15	0	0,7
1997	3	16	0	-1,6
1997	3	17	0	-1,8
1997	3	18	0	-2
1997	3	19	0	-2,4
1997	3	20	0	-1,7
1997	3	21	0	-0,9
1997	3	22	0	-2,1
1997	3	23	0	-1,3
1997	3	24	0	-0,7
1997	3	25	0,2	-0,4
1997	3	26	24,6	1,9
1997	3	27	0	4,8
1997	3	28	0	5,2
1997	3	29	0	3,8
1997	3	30	0	3,8
1997	3	31	0	6,1
1997	4	1	0	5,2
1997	4	2	5,3	6,2
1997	4	3	0	4,3
1997	4	4	0	3,3
1997	4	5	0	0,7
1997	4	6	0	1,3
1997	4	7	0,2	2,5
1997	4	8	1,6	2,4
1997	4	9	0,2	5,4
1997	4	10	0,6	5,5
1997	4	11	0,4	4,3
1997	4	12	0	2,6
1997	4	13	0	6,6
1997	4	14	0	5,6
1997	4	15	0	3,5
1997	4	16	0	4,6
1997	4	17	0	5,8
1997	4	18	0	3,3
1997	4	19	0	1,5
1997	4	20	0	2,2
1997	4	21	10	3
1997	4	22	0	2,6
1997	4	23	11	1,3
1997	4	24	13,6	2,3
1997	4	25	0	4,2
1997	4	26	0	5,2
1997	4	27	0	7,9
1997	4	28	5,1	6,6
1997	4	29	4,3	5,7
1997	4	30	0	7,9
1997	5	1	0	10
1997	5	2	0	9,5
1997	5	3	0	7,4
1997	5	4	10,4	5,8
1997	5	5	3,2	8,4
1997	5	6	19,3	5,7
1997	5	7	0	4,4
1997	5	8	0	7,4
1997	5	9	5,9	4
1997	5	10	0	5,1
1997	5	11	3,7	9
1997	5	12	0,6	10,5
1997	5	13	1,6	11,4
1997	5	14	9,3	10,1
1997	5	15	0,4	11,5
1997	5	16	0,2	14,1
1997	5	17	0,2	11,5
1997	5	18	0	12,9
1997	5	19	0	10,4
1997	5	20	0	5
1997	5	21	0	7,1
1997	5	22	0,4	8,4
1997	5	23	3,7	7,7
1997	5	24	0,4	8,4
1997	5	25	0,4	8,5
1997	5	26	0,6	7,3
1997	5	27	5,5	8,6
1997	5	28	0	11,1
1997	5	29	2,8	8,5
1997	5	30	0	11,4
1997	5	31	0	13,7
1997	6	1	0	16
1997	6	2	0	17,4
1997	6	3	0	17,3
1997	6	4	0	15,1
1997	6	5	0	14,3
1997	6	6	0	19,1
1997	6	7	0	20,1
1997	6	8	0	19,7
1997	6	9	0	17,7
1997	6	10	0	15,6
1997	6	11	0	19,3
1997	6	12	0	20,7
1997	6	13	0	20
1997	6	14	0,2	17,7
1997	6	15	0	13,1
1997	6	16	1,2	13,5
1997	6	17	0,2	13,6
1997	6	18	0	10,8
1997	6	19	0	13,7
1997	6	20	2,6	13,8
1997	6	21	1,4	12
1997	6	22	1	13,2
1997	6	23	13	12,8
1997	6	24	6,3	13,6
1997	6	25	20,3	11,7
1997	6	26	0,8	13
1997	6	27	2,6	13,7
1997	6	28	26,8	13,4
1997	6	29	0	18
1997	6	30	0,7	19,3
1997	7	1	14	16,2
1997	7	2	0	15,4
1997	7	3	0	18,7
1997	7	4	1,4	15,6
1997	7	5	0	16,4
1997	7	6	0	17,3
1997	7	7	0	18,7
1997	7	8	0	17,8
1997	7	9	0	18,1
1997	7	10	0	18,9
1997	7	11	1,5	17,6
1997	7	12	0	16,3
1997	7	13	0	18,5
1997	7	14	0	19,1
1997	7	15	0	19,6
1997	7	16	0	18,3
1997	7	17	0	18,7
1997	7	18	0	16,2
1997	7	19	0	17,9
1997	7	20	0	20,3
1997	7	21	0	21,8
1997	7	22	0	22,5
1997	7	23	0	21
1997	7	24	9,5	18,5
1997	7	25	5,3	18,1
1997	7	26	0	18,8
1997	7	27	5,5	16
1997	7	28	1,3	16,5
1997	7	29	0	17,4
1997	7	30	6,6	17,8
1997	7	31	7	15
1997	8	1	0	16,6
1997	8	2	0	18
1997	8	3	1	18,7
1997	8	4	3,4	17,2
1997	8	5	0	19,8
1997	8	6	0	21,6
1997	8	7	0	21,8
1997	8	8	0	22,1
1997	8	9	0	22,3
1997	8	10	0	22,9
1997	8	11	0	23,6
1997	8	12	0	22,8
1997	8	13	0	23,1
1997	8	14	0	22,8
1997	8	15	0	23,3
1997	8	16	0	20,8
1997	8	17	0	19,7
1997	8	18	0	21,2
1997	8	19	0,2	22,4
1997	8	20	1,4	21,4
1997	8	21	0	22,3
1997	8	22	6,7	18,7
1997	8	23	2,4	18,6
1997	8	24	6,1	18
1997	8	25	53,8	18,7
1997	8	26	43,4	17,1
1997	8	27	7,7	17,9
1997	8	28	0	20,7
1997	8	29	0	19,5
1997	8	30	4,3	17,3
1997	8	31	0	17,4
1997	9	1	0	19,6
1997	9	2	12,2	18,4
1997	9	3	0,2	16
1997	9	4	5,1	15,1
1997	9	5	19,3	16,4
1997	9	6	1,4	13,4
1997	9	7	1	14,5
1997	9	8	0	15,4
1997	9	9	0	12,4
1997	9	10	0	12,6
1997	9	11	4,7	14
1997	9	12	16,7	12,8
1997	9	13	18,9	9,8
1997	9	14	0	10,5
1997	9	15	0,8	10,6
1997	9	16	7,9	13,8
1997	9	17	0,2	12,7
1997	9	18	0	10,1
1997	9	19	0	8,9
1997	9	20	0	9,5
1997	9	21	0,4	11,6
1997	9	22	0	11,6
1997	9	23	0	11,5
1997	9	24	0,2	12,8
1997	9	25	0	11,7
1997	9	26	0	12,2
1997	9	27	0,2	10,4
1997	9	28	0	10,5
1997	9	29	2,4	10,1
1997	9	30	0	11
1997	10	1	23,8	7,9
1997	10	2	0	7,5
1997	10	3	4,1	8,7
1997	10	4	0	11,3
1997	10	5	2,2	8,3
1997	10	6	0,2	11,5
1997	10	7	8,7	10,9
1997	10	8	2	10,8
1997	10	9	2,4	9
1997	10	10	14,4	8
1997	10	11	0,8	6,7
1997	10	12	0,2	5,2
1997	10	13	0	4,9
1997	10	14	0	3,5
1997	10	15	0	2,3
1997	10	16	0	2,4
1997	10	17	10,4	4,3
1997	10	18	0,2	11
1997	10	19	0	9,5
1997	10	20	0	2,2
1997	10	21	0,4	3,5
1997	10	22	1,2	5,2
1997	10	23	0	1,1
1997	10	24	0	0,3
1997	10	25	0	-0,7
1997	10	26	0	-1
1997	10	27	0	-1,2
1997	10	28	0	1,7
1997	10	29	0	4,9
1997	10	30	0	5,1
1997	10	31	0	7,1
1997	11	1	0,6	8,3
1997	11	2	0	3,3
1997	11	3	0	-1,9
1997	11	4	0	-1,4
1997	11	5	4,1	0,1
1997	11	6	0,6	2,3
1997	11	7	14,6	4,6
1997	11	8	1,8	7,5
1997	11	9	0,8	6,8
1997	11	10	0	6,8
1997	11	11	1	6,1
1997	11	12	1,8	5,8
1997	11	13	6,3	5
1997	11	14	0	5,3
1997	11	15	0	3,8
1997	11	16	0	1
1997	11	17	0	1,7
1997	11	18	0	0,6
1997	11	19	0	0,4
1997	11	20	0,2	1
1997	11	21	0	2,4
1997	11	22	0	0,6
1997	11	23	0	0,7
1997	11	24	0	-1,6
1997	11	25	0	-1,6
1997	11	26	0	-2,7
1997	11	27	0	-4,5
1997	11	28	0	-5
1997	11	29	1	-2,1
1997	11	30	8,9	-0,2
1997	12	1	0,4	-1,3
1997	12	2	0,4	-3,8
1997	12	3	0	-2,9
1997	12	4	0	-7,8
1997	12	5	16,2	-0,4
1997	12	6	21,9	2,7
1997	12	7	1,4	3,1
1997	12	8	1,2	2,6
1997	12	9	4,7	4,3
1997	12	10	9,3	4,9
1997	12	11	1,4	5,2
1997	12	12	0,2	2,2
1997	12	13	7,1	1,3
1997	12	14	1,6	-0,1
1997	12	15	0	-1,5
1997	12	16	0	-3,1
1997	12	17	0	-5,5
1997	12	18	0	-6,7
1997	12	19	0	-4,4
1997	12	20	0	-2,9
1997	12	21	0	-2,1
1997	12	22	0	-4,2
1997	12	23	1,2	-2,4
1997	12	24	9,5	-0,3
1997	12	25	21,9	3,2
1997	12	26	3,2	0,9
1997	12	27	0	-2,8
1997	12	28	5,7	-0,5
1997	12	29	0	1,8
1997	12	30	6,9	0,4
1997	12	31	3,5	1,9
1998	1	1	0	3,5
1998	1	2	1,4	2,7
1998	1	3	17,5	3,3
1998	1	4	30,7	3,1
1998	1	5	0,2	2,2
1998	1	6	2,6	0,3
1998	1	7	1,8	-2,1
1998	1	8	4,3	-0,5
1998	1	9	4,1	-0,8
1998	1	10	0,6	4,2
1998	1	11	0	6,2
1998	1	12	0,4	3,4
1998	1	13	1,2	4,8
1998	1	14	4,1	3,7
1998	1	15	7,7	4,2
1998	1	16	5,3	4,4
1998	1	17	0,6	2,5
1998	1	18	1,6	0,8
1998	1	19	4,3	-0,4
1998	1	20	0	-5,8
1998	1	21	0	-8
1998	1	22	0,6	-4,5
1998	1	23	7,9	-0,5
1998	1	24	0	-2,5
1998	1	25	0	-3,2
1998	1	26	0	-2,7
1998	1	27	11	1,6
1998	1	28	0	-1,7
1998	1	29	0	-3,1
1998	1	30	0	-3,2
1998	1	31	0	-10,3
1998	2	1	0,4	-3
1998	2	2	2	-1,8
1998	2	3	0	-7,9
1998	2	4	3,2	-4,1
1998	2	5	9,1	1
1998	2	6	6,9	1,4
1998	2	7	8,1	1,7
1998	2	8	2,2	2,4
1998	2	9	4,9	4,3
1998	2	10	0,2	4,9
1998	2	11	19,7	4,4
1998	2	12	3,7	4,3
1998	2	13	0,6	0,6
1998	2	14	0,4	4,4
1998	2	15	21,6	5,2
1998	2	16	4,8	2,9
1998	2	17	0,8	0,3
1998	2	18	0,2	5,8
1998	2	19	0,2	4,5
1998	2	20	0,4	5,5
1998	2	21	8,7	5,9
1998	2	22	0,4	4,5
1998	2	23	0	5
1998	2	24	0,2	6
1998	2	25	0	6
1998	2	26	2,2	4,9
1998	2	27	5,7	3,3
1998	2	28	0,2	2,2
1998	3	1	0	-1,3
1998	3	2	0	-3,6
1998	3	3	5,7	-3,1
1998	3	4	9,7	0,9
1998	3	5	0	-1,7
1998	3	6	0,2	-1,4
1998	3	7	0	-3,8
1998	3	8	0,4	-2,8
1998	3	9	0	-3,6
1998	3	10	0	-2,1
1998	3	11	0	-1,6
1998	3	12	1,6	-1,6
1998	3	13	2,2	0,7
1998	3	14	0	1
1998	3	15	0,4	2,2
1998	3	16	0	5,2
1998	3	17	0	3,2
1998	3	18	0	4,4
1998	3	19	0,6	0,4
1998	3	20	0	1,1
1998	3	21	0	1,5
1998	3	22	1	1,7
1998	3	23	0	0,1
1998	3	24	0	0,7
1998	3	25	0	3,1
1998	3	26	10,3	4,7
1998	3	27	2,4	4,3
1998	3	28	0	5,5
1998	3	29	0,4	6,9
1998	3	30	0	8,5
1998	3	31	0,4	6,4
1998	4	1	0	-0,6
1998	4	2	0	-2,9
1998	4	3	0	-1,7
1998	4	4	0,2	-1,4
1998	4	5	1,6	-0,9
1998	4	6	11,5	0,2
1998	4	7	0	2,3
1998	4	8	0	1,7
1998	4	9	0	1,5
1998	4	10	0	3,3
1998	4	11	1,2	3,4
1998	4	12	3	-0,3
1998	4	13	4,6	1,1
1998	4	14	1,6	3,3
1998	4	15	7,3	3,7
1998	4	16	10,9	3,4
1998	4	17	0	4,3
1998	4	18	0	4,1
1998	4	19	0	3,2
1998	4	20	0,2	4,7
1998	4	21	1	5,4
1998	4	22	0	9,7
1998	4	23	0	8,8
1998	4	24	3,4	11,8
1998	4	25	8,3	9,3
1998	4	26	7,3	8,2
1998	4	27	1,4	6,3
1998	4	28	4,8	10,4
1998	4	29	0	10,1
1998	4	30	2,2	14
1998	5	1	0	14,9
1998	5	2	6,3	11,1
1998	5	3	0	6
1998	5	4	0	8,6
1998	5	5	0	7,8
1998	5	6	23,6	6,1
1998	5	7	3,4	8
1998	5	8	0	10,3
1998	5	9	3,4	13
1998	5	10	0	12
1998	5	11	2,8	9,4
1998	5	12	0	10,7
1998	5	13	0	12,8
1998	5	14	0	13,4
1998	5	15	0	14,3
1998	5	16	0	14,4
1998	5	17	0	15,1
1998	5	18	0	14,2
1998	5	19	0	13,4
1998	5	20	0	10
1998	5	21	3,2	6,7
1998	5	22	0	7,2
1998	5	23	0	9,8
1998	5	24	0,8	10,5
1998	5	25	2,8	7,2
1998	5	26	6,1	6,9
1998	5	27	7,3	9,4
1998	5	28	0	12,6
1998	5	29	0	16,7
1998	5	30	0	17,5
1998	5	31	4,8	16,5
1998	6	1	6,7	11
1998	6	2	6,3	9,5
1998	6	3	2,8	11,8
1998	6	4	0	10,7
1998	6	5	0	11,5
1998	6	6	0,6	12,2
1998	6	7	3	13,1
1998	6	8	11,1	12,3
1998	6	9	18,2	12,2
1998	6	10	2,4	13,5
1998	6	11	1,2	12,9
1998	6	12	1,2	12,5
1998	6	13	0,4	10,8
1998	6	14	0	12,7
1998	6	15	24,1	12,9
1998	6	16	21,1	9,2
1998	6	17	20,5	10,9
1998	6	18	0,6	10,9
1998	6	19	0	11,2
1998	6	20	0	14,4
1998	6	21	0	17,4
1998	6	22	8	13
1998	6	23	2,2	12,1
1998	6	24	0	13,7
1998	6	25	2,8	16,9
1998	6	26	2,8	14,1
1998	6	27	6,2	14,7
1998	6	28	16,9	13
1998	6	29	3,6	13,3
1998	6	30	2,8	12,8
1998	7	1	0	16,1
1998	7	2	1,8	17,4
1998	7	3	0	14
1998	7	4	0,2	16
1998	7	5	0,6	14,4
1998	7	6	7,4	13,5
1998	7	7	0	14,5
1998	7	8	0	15,2
1998	7	9	5,2	12,9
1998	7	10	0	14,8
1998	7	11	4	13
1998	7	12	4,4	12,9
1998	7	13	3,4	12,5
1998	7	14	49	10,8
1998	7	15	0,2	11,2
1998	7	16	0	12,5
1998	7	17	13,1	14,5
1998	7	18	7,9	12,7
1998	7	19	0	13,4
1998	7	20	0	15,4
1998	7	21	0,6	19,4
1998	7	22	0	16,7
1998	7	23	3,6	17,2
1998	7	24	1,6	14,6
1998	7	25	4,6	12
1998	7	26	0	13,3
1998	7	27	0	15,4
1998	7	28	1,2	17,2
1998	7	29	0,2	15,2
1998	7	30	8,9	13,6
1998	7	31	0	14,8
1998	8	1	0	14,4
1998	8	2	3,2	13,6
1998	8	3	4,6	12,5
1998	8	4	0	14,4
1998	8	5	2	13,8
1998	8	6	4	13,4
1998	8	7	0	14,7
1998	8	8	9,1	12,4
1998	8	9	0	14,1
1998	8	10	0	15,6
1998	8	11	0	17
1998	8	12	1	17,2
1998	8	13	2,2	14
1998	8	14	0,4	15
1998	8	15	12,9	14,4
1998	8	16	0,2	14
1998	8	17	4,8	13,9
1998	8	18	0	13,9
1998	8	19	0	13,9
1998	8	20	17,2	13,1
1998	8	21	11,1	12,5
1998	8	22	10,3	13,9
1998	8	23	1,2	12,2
1998	8	24	2,8	12,6
1998	8	25	3	9,9
1998	8	26	0	10,3
1998	8	27	5,1	9,2
1998	8	28	0,2	12
1998	8	29	0	13,9
1998	8	30	0,4	13
1998	8	31	0,2	11,2
1998	9	1	0	9,5
1998	9	2	0	10
1998	9	3	0	12,1
1998	9	4	0	12,3
1998	9	5	0	13,6
1998	9	6	0	13,8
1998	9	7	0	14,3
1998	9	8	0	15,9
1998	9	9	18,8	14,7
1998	9	10	3	14,8
1998	9	11	4,8	13,7
1998	9	12	25,1	13,2
1998	9	13	1,2	12,8
1998	9	14	15,8	12,7
1998	9	15	5,3	12,5
1998	9	16	0	11
1998	9	17	0	10,8
1998	9	18	0	12,4
1998	9	19	0	11,8
1998	9	20	0	12,8
1998	9	21	0	12,5
1998	9	22	0	13,1
1998	9	23	0	10,3
1998	9	24	0,8	10,7
1998	9	25	1,8	10
1998	9	26	2	10,6
1998	9	27	0	12
1998	9	28	4,4	12,4
1998	9	29	0	11,1
1998	9	30	0	7,4
